formulation_group_fig4,pH_condition_fig4,real_time_h,n_videos,mean_smoothed_normalized_projected_area,sd_smoothed_normalized_projected_area,source_videos,raw_points_in_trace,downsample_interval_h,smoothing_window_h,smoothing_window_points,smoothing_method,downsampling_method,y_axis_min,y_axis_max,x_axis_min,x_axis_max,x_axis_ticks
01 high viscosity,pH 6.8,8.0,1,3.2559226986203873,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
01 high viscosity,pH 6.8,8.333333333333332,1,3.3004559896489036,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
01 high viscosity,pH 6.8,8.666666666666666,1,3.344758156654931,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
01 high viscosity,pH 6.8,9.0,1,3.3816049729506297,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
01 high viscosity,pH 6.8,9.333333333333332,1,3.414603603380698,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
01 high viscosity,pH 6.8,9.666666666666666,1,3.4470127802269617,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
01 high viscosity,pH 6.8,10.0,1,3.4822044690769736,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
01 high viscosity,pH 6.8,10.333333333333332,1,3.5283966716976405,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
01 high viscosity,pH 6.8,10.666666666666666,1,3.582221206647872,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
01 high viscosity,pH 6.8,11.0,1,3.6397576981910325,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
01 high viscosity,pH 6.8,11.333333333333332,1,3.7046042874379435,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
01 high viscosity,pH 6.8,11.666666666666666,1,3.7695664386961,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
01 high viscosity,pH 6.8,12.0,1,3.8280518777371384,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
01 high viscosity,pH 6.8,12.333333333333332,1,3.861552926382341,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
01 high viscosity,pH 6.8,12.666666666666666,1,3.898033262647418,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
01 high viscosity,pH 6.8,13.0,1,3.934951104461363,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
01 high viscosity,pH 6.8,13.333333333333332,1,3.967182426423821,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
01 high viscosity,pH 6.8,13.666666666666666,1,4.012046102547458,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
01 high viscosity,pH 6.8,14.0,1,4.057042805973711,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
01 high viscosity,pH 6.8,14.333333333333332,1,4.092351803364107,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
01 high viscosity,pH 6.8,14.666666666666666,1,4.132967629537883,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
01 high viscosity,pH 6.8,15.0,1,4.168319999068517,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
01 high viscosity,pH 6.8,15.333333333333332,1,4.209081369337062,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
01 high viscosity,pH 6.8,15.666666666666666,1,4.250866787856383,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
01 high viscosity,pH 6.8,16.0,1,4.284752363999958,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
01 high viscosity,pH 6.8,16.333333333333332,1,4.297863558232921,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
01 high viscosity,pH 6.8,16.666666666666664,1,4.296205519905338,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
01 high viscosity,pH 6.8,17.0,1,4.295270544640557,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
01 high viscosity,pH 6.8,17.333333333333332,1,4.316549091295444,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
01 high viscosity,pH 6.8,17.666666666666664,1,4.338095730172891,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
01 high viscosity,pH 6.8,18.0,1,4.359272978137821,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
01 high viscosity,pH 6.8,18.333333333333332,1,4.373905690337473,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
01 high viscosity,pH 6.8,18.666666666666664,1,4.376328708427149,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
01 high viscosity,pH 6.8,19.0,1,4.384154323314563,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
01 high viscosity,pH 6.8,19.333333333333332,1,4.393379781305443,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
01 high viscosity,pH 6.8,19.666666666666664,1,4.4003888938212175,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
01 high viscosity,pH 6.8,20.0,1,4.415794736252269,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
01 high viscosity,pH 6.8,20.333333333333332,1,4.438690859976393,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
01 high viscosity,pH 6.8,20.666666666666664,1,4.455829841487926,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
01 high viscosity,pH 6.8,21.0,1,4.466758165387577,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
01 high viscosity,pH 6.8,21.333333333333332,1,4.47580052890724,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
01 high viscosity,pH 6.8,21.666666666666664,1,4.489761991741828,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
01 high viscosity,pH 6.8,22.0,1,4.503861139290065,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
01 high viscosity,pH 6.8,22.333333333333332,1,4.522039014550043,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
01 high viscosity,pH 6.8,22.666666666666664,1,4.515479924375288,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
01 high viscosity,pH 6.8,23.0,1,4.498943495416089,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
01 high viscosity,pH 6.8,23.333333333333332,1,4.486986174766439,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
01 high viscosity,pH 6.8,23.666666666666664,1,4.503841927469557,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
01 high viscosity,pH 6.8,24.0,1,4.514862235237099,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
02 low viscosity,pH 1.2,0.0,1,1.155418020801885,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
02 low viscosity,pH 1.2,0.3333333333333333,1,1.2616567511410255,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
02 low viscosity,pH 1.2,0.6666666666666666,1,1.4469051128594006,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
02 low viscosity,pH 1.2,1.0,1,1.583852137313751,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
02 low viscosity,pH 1.2,1.3333333333333333,1,1.691679838036548,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
02 low viscosity,pH 1.2,1.6666666666666665,1,1.7644548828784028,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
02 low viscosity,pH 1.2,2.0,1,1.8347145216572838,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
02 low viscosity,pH 1.2,2.333333333333333,1,1.910151663144435,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
02 low viscosity,pH 1.2,2.6666666666666665,1,1.984564456836385,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
02 low viscosity,pH 1.2,3.0,1,2.0379223569944416,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
02 low viscosity,pH 1.2,3.333333333333333,1,2.0887442504750573,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
02 low viscosity,pH 1.2,3.6666666666666665,1,2.143368378056794,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
02 low viscosity,pH 1.2,4.0,1,2.1887756841712696,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
02 low viscosity,pH 1.2,4.333333333333333,1,2.2333635830861853,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
02 low viscosity,pH 1.2,4.666666666666666,1,2.264927631462111,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
02 low viscosity,pH 1.2,5.0,1,2.2879901969489778,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
02 low viscosity,pH 1.2,5.333333333333333,1,2.306907421548953,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
02 low viscosity,pH 1.2,5.666666666666666,1,2.331888330462271,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
02 low viscosity,pH 1.2,6.0,1,2.35833863147987,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
02 low viscosity,pH 1.2,6.333333333333333,1,2.374839368484612,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
02 low viscosity,pH 1.2,6.666666666666666,1,2.381401729741249,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
02 low viscosity,pH 1.2,7.0,1,2.3767841730451615,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
02 low viscosity,pH 1.2,7.333333333333333,1,2.3728428847963916,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
02 low viscosity,pH 1.2,7.666666666666666,1,2.3635701220053633,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
02 low viscosity,pH 1.2,8.0,1,2.3386144310856167,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
02 low viscosity,pH 1.2,8.333333333333332,1,2.297993393596051,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
02 low viscosity,pH 1.2,8.666666666666666,1,2.249970697401836,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
02 low viscosity,pH 1.2,9.0,1,2.201204958354793,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
02 low viscosity,pH 1.2,9.333333333333332,1,2.1421635972935062,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
02 low viscosity,pH 1.2,9.666666666666666,1,2.0707574277646557,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
02 low viscosity,pH 1.2,10.0,1,1.9897701965937948,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
02 low viscosity,pH 1.2,10.333333333333332,1,1.9069239375588276,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
02 low viscosity,pH 1.2,10.666666666666666,1,1.8286545667655258,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
02 low viscosity,pH 1.2,11.0,1,1.755452947131009,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
02 low viscosity,pH 1.2,11.333333333333332,1,1.6842943401587673,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.3333333333333333,0.75,5,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0,0.0,24.8,"0,4,8,12,16,20,24"
