formulation_group_fig4,pH_condition_fig4,real_time_h,n_videos,mean_smoothed_normalized_projected_area,sd_smoothed_normalized_projected_area,source_videos,raw_points_in_trace,downsample_interval_h,smoothing_window_h,smoothing_window_points,smoothing_method,downsampling_method,y_axis_min,y_axis_max
01 high viscosity,pH 6.8,2.5,1,2.1815589810166838,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
01 high viscosity,pH 6.8,3.0,1,2.349357253020161,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
01 high viscosity,pH 6.8,3.5,1,2.377608332108337,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
01 high viscosity,pH 6.8,4.0,1,2.4674895729784776,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
01 high viscosity,pH 6.8,4.5,1,2.6892701497309126,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
01 high viscosity,pH 6.8,5.0,1,2.8309374349599827,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
01 high viscosity,pH 6.8,5.5,1,2.8932113867877987,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
01 high viscosity,pH 6.8,6.0,1,2.9733314703689206,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
01 high viscosity,pH 6.8,6.5,1,3.0422330151254275,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
01 high viscosity,pH 6.8,7.0,1,3.1095427926321704,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
01 high viscosity,pH 6.8,7.5,1,3.196472399260442,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
01 high viscosity,pH 6.8,8.0,1,3.252059085080712,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
01 high viscosity,pH 6.8,8.5,1,3.3258547925972395,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
01 high viscosity,pH 6.8,9.0,1,3.383924945821211,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
01 high viscosity,pH 6.8,9.5,1,3.4270278294863608,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
01 high viscosity,pH 6.8,10.0,1,3.4854458330968243,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
01 high viscosity,pH 6.8,10.5,1,3.553212133914151,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
01 high viscosity,pH 6.8,11.0,1,3.641549151938817,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
01 high viscosity,pH 6.8,11.5,1,3.7323880729525225,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
01 high viscosity,pH 6.8,12.0,1,3.8323332028287944,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
01 high viscosity,pH 6.8,12.5,1,3.876694557766694,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
01 high viscosity,pH 6.8,13.0,1,3.9381636507504503,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
01 high viscosity,pH 6.8,13.5,1,3.9819666015114272,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
01 high viscosity,pH 6.8,14.0,1,4.062370010930361,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
01 high viscosity,pH 6.8,14.5,1,4.106783761742377,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
01 high viscosity,pH 6.8,15.0,1,4.174170677619345,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
01 high viscosity,pH 6.8,15.5,1,4.234137755545109,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
01 high viscosity,pH 6.8,16.0,1,4.285171822081077,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
01 high viscosity,pH 6.8,16.5,1,4.3013378898337935,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
01 high viscosity,pH 6.8,17.0,1,4.294413386951778,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
01 high viscosity,pH 6.8,17.5,1,4.327336431481964,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
01 high viscosity,pH 6.8,18.0,1,4.362691032688718,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
01 high viscosity,pH 6.8,18.5,1,4.374320005860576,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
01 high viscosity,pH 6.8,19.0,1,4.382943008328518,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
01 high viscosity,pH 6.8,19.5,1,4.398100940651485,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
01 high viscosity,pH 6.8,20.0,1,4.420298355691332,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
01 high viscosity,pH 6.8,20.5,1,4.44367273731086,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
01 high viscosity,pH 6.8,21.0,1,4.472630675552619,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
01 high viscosity,pH 6.8,21.5,1,4.481823240578081,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
01 high viscosity,pH 6.8,22.0,1,4.5049676625278785,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
01 high viscosity,pH 6.8,22.5,1,4.531865666681707,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
01 high viscosity,pH 6.8,23.0,1,4.486784353621695,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
01 high viscosity,pH 6.8,23.5,1,4.494777635306281,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
01 high viscosity,pH 6.8,24.0,1,4.517438365714469,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 1.2,0.0,1,1.0946971176898899,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 1.2,0.5,1,1.3729631734417824,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 1.2,1.0,1,1.5874599679151349,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 1.2,1.5,1,1.741083130583033,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 1.2,2.0,1,1.8203223877769685,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 1.2,2.5,1,1.9556577693323154,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 1.2,3.0,1,2.0380631870571313,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 1.2,3.5,1,2.1154193823367486,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 1.2,4.0,1,2.192432826013604,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 1.2,4.5,1,2.2519499547141666,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 1.2,5.0,1,2.287571258590989,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 1.2,5.5,1,2.319374049145489,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 1.2,6.0,1,2.3574304285282994,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 1.2,6.5,1,2.383165213376192,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 1.2,7.0,1,2.3780701131257884,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 1.2,7.5,1,2.3695907107803964,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 1.2,8.0,1,2.34295968080887,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 1.2,8.5,1,2.273517554920172,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 1.2,9.0,1,2.2037519165083146,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 1.2,9.5,1,2.1102230549290524,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 1.2,10.0,1,1.9901273923055525,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 1.2,10.5,1,1.8663763045575898,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 1.2,11.0,1,1.7527976581600335,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 1.2,11.5,1,1.649982832821278,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 1.2,12.0,1,1.5380972254287355,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 1.2,12.5,1,1.4494503542950508,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 1.2,13.0,1,1.3507310850248924,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 1.2,13.5,1,1.2754006168344907,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 1.2,14.0,1,1.2039975847555453,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 1.2,14.5,1,1.1163555855487872,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 1.2,15.0,1,1.047794017534201,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 1.2,15.5,1,0.9956256252700872,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 1.2,16.0,1,0.9699500375902016,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 1.2,16.5,1,0.9360007577237505,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 1.2,17.0,1,0.7902617698769276,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 1.2,17.5,1,0.6352229069361321,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 1.2,18.0,1,0.5827765839682233,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 1.2,18.5,1,0.5288796343982903,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 1.2,19.0,1,0.4957514192521029,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 1.2,19.5,1,0.47684828357811354,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 1.2,20.0,1,0.38955613963427976,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 1.2,20.5,1,0.35545945881949,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 1.2,21.0,1,0.3163842961752709,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 1.2,21.5,1,0.3253884814150491,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 1.2,22.0,1,0.3514097805560981,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 1.2,22.5,1,0.39165231135342476,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 1.2,23.0,1,0.4157402309873495,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 1.2,23.5,1,0.38494734411905723,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 1.2,24.0,1,0.41666651867374654,0.0,02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 4.5,0.0,1,1.098528183472928,0.0,02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 4.5,0.5,1,1.508020174390681,0.0,02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 4.5,1.0,1,1.738339661401226,0.0,02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 4.5,1.5,1,1.8904573179862438,0.0,02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 4.5,2.0,1,1.9924285028157407,0.0,02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 4.5,2.5,1,2.1197951502929993,0.0,02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 4.5,3.0,1,2.2214091681003265,0.0,02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 4.5,3.5,1,2.380465515080324,0.0,02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 4.5,4.0,1,2.4551184141784215,0.0,02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 4.5,4.5,1,2.531307575157592,0.0,02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
02 low viscosity,pH 4.5,5.0,1,2.6087135442837193,0.0,02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,145,0.5,0.5,3,centered moving average on extracted normalized projected area,linear interpolation to regular 0.5 h grid after smoothing,0.0,5.0
