formulation_group_fig4,pH_condition_fig4,real_time_h,n_videos,mean_normalized_projected_area,sd_normalized_projected_area,source_videos,y_axis_min,y_axis_max
01 high viscosity,pH 4.5,3.1666666666666665,1,2.38630290810502,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,3.333333333333333,1,2.410771280027121,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,3.5,1,2.4517488403794427,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,3.666666666666667,1,2.4737142292760925,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,3.833333333333333,1,2.505187928378916,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,4.0,1,2.530324533593627,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,4.166666666666667,1,2.5591324178566883,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,4.333333333333333,1,2.592773648651655,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,4.500000000000001,1,2.6307196899255154,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,4.666666666666667,1,2.6592312736740107,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,4.833333333333333,1,2.689878356626588,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,5.0,1,2.722219602281069,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,5.166666666666667,1,2.746799198120049,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,5.333333333333333,1,2.7820936612155083,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,5.5,1,2.811970184871946,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,5.666666666666667,1,2.835282717849837,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,5.833333333333333,1,2.868392743217788,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,6.0,1,2.9021647733390044,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,6.166666666666667,1,2.9183073677391915,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,6.333333333333333,1,2.9447795497477887,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,6.5,1,3.1183858473349413,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,6.666666666666667,1,3.1557535242410304,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,6.833333333333332,1,3.1781210988211157,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,7.0,1,3.1862769261980373,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,7.166666666666667,1,3.056530223097381,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,7.333333333333334,1,3.2217466781864985,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,7.5,1,3.2547196756888543,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,7.666666666666666,1,3.282656454234917,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,7.833333333333333,1,3.304349566983047,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,8.0,1,3.3218117219330896,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,8.166666666666668,1,3.340724236759238,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,8.333333333333334,1,3.35046567229519,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,8.499999999999998,1,3.371959471784272,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,8.666666666666666,1,3.3986754566186685,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,8.833333333333334,1,3.420794779416279,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,9.000000000000002,1,3.435980848131305,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,9.166666666666666,1,3.448530465120625,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,9.333333333333334,1,3.4659152082245197,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,9.5,1,3.480091363774281,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,9.666666666666666,1,3.5540721745343498,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,9.833333333333334,1,3.565022836494613,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,10.0,1,3.57094172845526,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,10.166666666666666,1,3.598331285330277,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,10.333333333333334,1,3.611430793364648,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,10.5,1,3.621988167554827,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,10.666666666666666,1,3.635254066568849,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,10.833333333333334,1,3.632648757539869,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,11.0,1,3.643585182838773,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,11.166666666666666,1,3.651547925495992,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,11.333333333333334,1,3.6592250451346655,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,11.5,1,3.679797910591987,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,11.666666666666666,1,3.678754185355992,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,11.833333333333334,1,3.689153176688535,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,12.0,1,3.695484931828637,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,12.166666666666666,1,3.708348645159224,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,12.333333333333334,1,3.710947725648858,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,12.5,1,3.7230960467460776,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,12.666666666666666,1,3.7321941631468,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,12.833333333333334,1,3.7413314303662646,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,13.0,1,3.742094871331724,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,13.166666666666666,1,3.7531193859727954,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,13.333333333333334,1,3.7635254956360185,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,13.5,1,3.7710460119997258,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,13.666666666666664,1,3.788231441844573,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,13.833333333333336,1,3.796833054680347,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,14.0,1,3.80986760794726,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,14.166666666666666,1,3.787950267782702,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,14.333333333333334,1,3.781592708693884,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,14.499999999999998,1,3.791761244070653,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,14.666666666666668,1,3.798272737060432,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,14.833333333333334,1,3.802565980251971,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,15.0,1,3.820879665509641,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,15.166666666666666,1,3.820166052858944,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,15.333333333333332,1,3.82815815863022,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,15.500000000000002,1,3.82528947136607,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,15.666666666666666,1,3.826043124626844,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,15.833333333333334,1,3.8184505351649984,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,16.0,1,3.8181426673630767,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,16.166666666666664,1,3.815185890756759,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,16.333333333333336,1,3.799664370708425,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,16.5,1,3.8013149336349135,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,16.666666666666668,1,3.7952830381747176,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,16.833333333333332,1,3.793162665423332,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,16.999999999999996,1,3.790299316907192,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,17.166666666666668,1,3.7853351710490375,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,17.333333333333332,1,3.788463677383017,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,17.5,1,3.775544796989658,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,17.666666666666668,1,3.7690662262792753,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,17.833333333333332,1,3.774294640163935,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,18.000000000000004,1,3.761584860734309,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,18.166666666666668,1,3.750530093187847,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,18.33333333333333,1,3.704763675870372,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,18.5,1,3.696420992313093,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,18.666666666666668,1,3.674114813335125,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,18.83333333333333,1,3.686633287627719,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,19.0,1,3.684446180526205,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,19.166666666666668,1,3.672719620521792,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,19.33333333333333,1,3.65736983020112,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,19.5,1,3.64664072628328,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,19.666666666666668,1,3.6303086063287298,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,19.83333333333333,1,3.623727709614818,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,20.0,1,3.610415541451374,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,20.166666666666668,1,3.609444779104852,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,20.33333333333333,1,3.612998605696978,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,20.5,1,3.595871902080243,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,20.666666666666668,1,3.574946679254248,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,20.83333333333333,1,3.5565013048789926,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,21.0,1,3.5509650231924117,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,21.166666666666668,1,3.5477074971148514,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,21.33333333333333,1,3.5405153137537715,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,21.5,1,3.5329850096853788,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,21.666666666666668,1,3.50751295313736,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,21.83333333333333,1,3.500721175877045,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,22.0,1,3.494424122599009,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,22.166666666666668,1,3.4862967685448085,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,22.33333333333333,1,3.483792005936688,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,22.5,1,3.4633508295969517,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,22.666666666666668,1,3.457224616255242,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,22.83333333333333,1,3.4566827333322063,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,23.0,1,3.44919424945656,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,23.166666666666668,1,3.442278791200676,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,23.33333333333333,1,3.429718496715336,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,23.5,1,3.4322632999335325,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,23.666666666666668,1,3.4040382289949185,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,23.83333333333333,1,3.399222678289714,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 4.5,23.991666666666667,1,3.378871370874816,0.0,01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,0.0,1,1.0,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,0.1666666666666666,1,1.246013183384104,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,0.3333333333333333,1,1.3814492407692296,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,0.5,1,1.5162856564839169,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,0.6666666666666666,1,1.6044751898258856,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,0.8333333333333334,1,1.694780934305762,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,1.0,1,1.7861214972994293,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,1.1666666666666667,1,1.8461322384536232,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,1.3333333333333333,1,1.8931837334097923,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,1.5,1,1.9437486628136291,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,1.6666666666666667,1,1.9849551069239693,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,1.8333333333333333,1,2.024829822567194,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,2.0,1,2.0626771089703198,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,2.1666666666666665,1,2.1119481513716805,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,2.333333333333333,1,2.1502931985789075,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,2.5,1,2.1901708251040275,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,2.6666666666666665,1,2.2042129193671163,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,2.833333333333333,1,2.2395219167575102,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,3.0,1,2.280505678402857,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,3.1666666666666665,1,2.528044163900116,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,3.333333333333333,1,2.354101505362572,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,3.5,1,2.377599599462651,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,3.666666666666667,1,2.4011238914997883,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,3.833333333333333,1,2.4394209091557424,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,4.0,1,2.470290811655753,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,4.166666666666667,1,2.492756998123937,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,4.333333333333333,1,2.5210726017607925,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,4.500000000000001,1,2.756817649259108,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,4.666666666666667,1,2.7899201981728394,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,4.833333333333333,1,2.8078541415299885,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,5.0,1,2.828084770702556,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,5.166666666666667,1,2.8568733926474037,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,5.333333333333333,1,2.8755670761792347,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,5.5,1,2.8900356146399893,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,5.666666666666667,1,2.9140314695441702,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,5.833333333333333,1,2.9446874222248742,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,6.0,1,2.972166147316822,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,6.166666666666667,1,3.003140841565065,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
01 high viscosity,pH 6.8,6.333333333333333,1,3.012414911283597,0.0,01-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0.0,5.0
