model_bucket,primary_drug_label,primary_pH_label,reference_manufacturer_label,manufacturer_label,manufacturer_pair,batch_pair,comparison_scope,repeat_group_base_key,repeat_group_model_key,replicate_count,complete_replicate_group,replicate_ids,replicate_1_verdict,replicate_2_verdict,replicate_3_verdict,replicate_1_path,replicate_2_path,replicate_3_path,consistency_status,consensus_verdict,same_count,different_count,unknown_count,potential_false_positive_count,potential_false_negative_count,potential_error_replicates,manual_review_flag
slot_2,替米沙坦,pH1.2,美卡素,美卡素,美卡素 vs 美卡素,D68415 vs D68415,same_manufacturer,替米沙坦 || pH1.2 || 美卡素 vs 美卡素 || D68415 vs D68415,替米沙坦 || pH1.2 || 美卡素 vs 美卡素 || D68415 vs D68415 || slot_2,3,1,"1,2,3",same,mixed,mixed,替米沙坦/pH1.2/side/221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1-2.docx,替米沙坦/pH1.2/side/221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-2-2.docx,替米沙坦/pH1.2/side/221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-3-2.docx,insufficient,same,1,0,0,0,0,,1
slot_3,替米沙坦,pH1.2,美卡素,美卡素,美卡素 vs 美卡素,D68415 vs D68415,same_manufacturer,替米沙坦 || pH1.2 || 美卡素 vs 美卡素 || D68415 vs D68415,替米沙坦 || pH1.2 || 美卡素 vs 美卡素 || D68415 vs D68415 || slot_3,3,1,"1,2,3",same,mixed,same,替米沙坦/pH1.2/side/221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1-3.docx,替米沙坦/pH1.2/side/221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-2-3.docx,替米沙坦/pH1.2/side/221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-3-3.docx,consistent,same,2,0,0,0,0,,0
slot_1,替米沙坦,pH1.2,美卡素,舒尼亚,美卡素 vs 舒尼亚,D68415 vs 32206057,cross_manufacturer,替米沙坦 || pH1.2 || 美卡素 vs 舒尼亚 || D68415 vs 32206057,替米沙坦 || pH1.2 || 美卡素 vs 舒尼亚 || D68415 vs 32206057 || slot_1,3,1,"1,2,3",mixed,mixed,mixed,替米沙坦/pH1.2/side/221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221106-02-pH1.2T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Side-1-1.docx,替米沙坦/pH1.2/side/221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221106-02-pH1.2T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Side-2-1.docx,替米沙坦/pH1.2/side/221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221106-02-pH1.2T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Side-3-1.docx,insufficient,,0,0,0,0,0,,1
slot_2,替米沙坦,pH1.2,美卡素,舒尼亚,美卡素 vs 舒尼亚,D68415 vs 32206057,cross_manufacturer,替米沙坦 || pH1.2 || 美卡素 vs 舒尼亚 || D68415 vs 32206057,替米沙坦 || pH1.2 || 美卡素 vs 舒尼亚 || D68415 vs 32206057 || slot_2,3,1,"1,2,3",mixed,mixed,mixed,替米沙坦/pH1.2/side/221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221106-02-pH1.2T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Side-1-2.docx,替米沙坦/pH1.2/side/221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221106-02-pH1.2T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Side-2-2.docx,替米沙坦/pH1.2/side/221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221106-02-pH1.2T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Side-3-2.docx,insufficient,,0,0,0,0,0,,1
slot_3,替米沙坦,pH1.2,美卡素,舒尼亚,美卡素 vs 舒尼亚,D68415 vs 32206057,cross_manufacturer,替米沙坦 || pH1.2 || 美卡素 vs 舒尼亚 || D68415 vs 32206057,替米沙坦 || pH1.2 || 美卡素 vs 舒尼亚 || D68415 vs 32206057 || slot_3,3,1,"1,2,3",mixed,same,mixed,替米沙坦/pH1.2/side/221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221106-02-pH1.2T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Side-1-3.docx,替米沙坦/pH1.2/side/221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221106-02-pH1.2T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Side-2-3.docx,替米沙坦/pH1.2/side/221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221106-02-pH1.2T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Side-3-3.docx,insufficient,same,1,0,0,0,0,,1
slot_1,替米沙坦,pH2.0,美卡素,安内强,美卡素 vs 安内强,D68415 vs 220711301,cross_manufacturer,替米沙坦 || pH2.0 || 美卡素 vs 安内强 || D68415 vs 220711301,替米沙坦 || pH2.0 || 美卡素 vs 安内强 || D68415 vs 220711301 || slot_1,2,0,"1,2",same,same,,替米沙坦/pH2.0/side/221105-01-pH2.0T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221107-03-pH2.0T-替米沙坦片80mg-安内强-220711301-60min-20X-Side-1-1.docx,替米沙坦/pH2.0/side/221105-01-pH2.0T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221107-03-pH2.0T-替米沙坦片80mg-安内强-220711301-60min-20X-Side-2-1.docx,,consistent,same,2,0,0,0,0,,0
slot_2,替米沙坦,pH2.0,美卡素,安内强,美卡素 vs 安内强,D68415 vs 220711301,cross_manufacturer,替米沙坦 || pH2.0 || 美卡素 vs 安内强 || D68415 vs 220711301,替米沙坦 || pH2.0 || 美卡素 vs 安内强 || D68415 vs 220711301 || slot_2,2,0,"1,2",same,same,,替米沙坦/pH2.0/side/221105-01-pH2.0T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221107-03-pH2.0T-替米沙坦片80mg-安内强-220711301-60min-20X-Side-1-2.docx,替米沙坦/pH2.0/side/221105-01-pH2.0T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221107-03-pH2.0T-替米沙坦片80mg-安内强-220711301-60min-20X-Side-2-2.docx,,consistent,same,2,0,0,0,0,,0
slot_3,替米沙坦,pH2.0,美卡素,安内强,美卡素 vs 安内强,D68415 vs 220711301,cross_manufacturer,替米沙坦 || pH2.0 || 美卡素 vs 安内强 || D68415 vs 220711301,替米沙坦 || pH2.0 || 美卡素 vs 安内强 || D68415 vs 220711301 || slot_3,2,0,"1,2",same,same,,替米沙坦/pH2.0/side/221105-01-pH2.0T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221107-03-pH2.0T-替米沙坦片80mg-安内强-220711301-60min-20X-Side-1-3.docx,替米沙坦/pH2.0/side/221105-01-pH2.0T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221107-03-pH2.0T-替米沙坦片80mg-安内强-220711301-60min-20X-Side-2-3.docx,,consistent,same,2,0,0,0,0,,0
slot_1,替米沙坦,pH2.0,美卡素,欧美宁,美卡素 vs 欧美宁,D68415 vs 0602204007,cross_manufacturer,替米沙坦 || pH2.0 || 美卡素 vs 欧美宁 || D68415 vs 0602204007,替米沙坦 || pH2.0 || 美卡素 vs 欧美宁 || D68415 vs 0602204007 || slot_1,2,0,"1,2",same,same,,替米沙坦/pH2.0/side/221105-01-pH2.0T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221108-04-pH2.0T-替米沙坦片80mg-欧美宁-0602204007-60min-20X-Side-1-1.docx,替米沙坦/pH2.0/side/221105-01-pH2.0T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221108-04-pH2.0T-替米沙坦片80mg-欧美宁-0602204007-60min-20X-Side-2-1.docx,,consistent,same,2,0,0,0,0,,0
slot_2,替米沙坦,pH2.0,美卡素,欧美宁,美卡素 vs 欧美宁,D68415 vs 0602204007,cross_manufacturer,替米沙坦 || pH2.0 || 美卡素 vs 欧美宁 || D68415 vs 0602204007,替米沙坦 || pH2.0 || 美卡素 vs 欧美宁 || D68415 vs 0602204007 || slot_2,2,0,"1,2",same,same,,替米沙坦/pH2.0/side/221105-01-pH2.0T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221108-04-pH2.0T-替米沙坦片80mg-欧美宁-0602204007-60min-20X-Side-1-2.docx,替米沙坦/pH2.0/side/221105-01-pH2.0T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221108-04-pH2.0T-替米沙坦片80mg-欧美宁-0602204007-60min-20X-Side-2-2.docx,,consistent,same,2,0,0,0,0,,0
slot_3,替米沙坦,pH2.0,美卡素,欧美宁,美卡素 vs 欧美宁,D68415 vs 0602204007,cross_manufacturer,替米沙坦 || pH2.0 || 美卡素 vs 欧美宁 || D68415 vs 0602204007,替米沙坦 || pH2.0 || 美卡素 vs 欧美宁 || D68415 vs 0602204007 || slot_3,2,0,"1,2",same,same,,替米沙坦/pH2.0/side/221105-01-pH2.0T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221108-04-pH2.0T-替米沙坦片80mg-欧美宁-0602204007-60min-20X-Side-1-3.docx,替米沙坦/pH2.0/side/221105-01-pH2.0T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221108-04-pH2.0T-替米沙坦片80mg-欧美宁-0602204007-60min-20X-Side-2-3.docx,,consistent,same,2,0,0,0,0,,0
slot_1,替米沙坦,pH2.0,美卡素,毓乐宁,美卡素 vs 毓乐宁,D68415 vs 50722002A,cross_manufacturer,替米沙坦 || pH2.0 || 美卡素 vs 毓乐宁 || D68415 vs 50722002A,替米沙坦 || pH2.0 || 美卡素 vs 毓乐宁 || D68415 vs 50722002A || slot_1,2,0,"1,2",same,same,,替米沙坦/pH2.0/side/221105-01-pH2.0T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221109-05-pH2.0T-替米沙坦片80mg-毓乐宁-50722002A-60min-20X-Side-1-1.docx,替米沙坦/pH2.0/side/221105-01-pH2.0T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221109-05-pH2.0T-替米沙坦片80mg-毓乐宁-50722002A-60min-20X-Side-2-1.docx,,consistent,same,2,0,0,0,0,,0
slot_2,替米沙坦,pH2.0,美卡素,毓乐宁,美卡素 vs 毓乐宁,D68415 vs 50722002A,cross_manufacturer,替米沙坦 || pH2.0 || 美卡素 vs 毓乐宁 || D68415 vs 50722002A,替米沙坦 || pH2.0 || 美卡素 vs 毓乐宁 || D68415 vs 50722002A || slot_2,2,0,"1,2",same,same,,替米沙坦/pH2.0/side/221105-01-pH2.0T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221109-05-pH2.0T-替米沙坦片80mg-毓乐宁-50722002A-60min-20X-Side-1-2.docx,替米沙坦/pH2.0/side/221105-01-pH2.0T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221109-05-pH2.0T-替米沙坦片80mg-毓乐宁-50722002A-60min-20X-Side-2-2.docx,,consistent,same,2,0,0,0,0,,0
slot_3,替米沙坦,pH2.0,美卡素,毓乐宁,美卡素 vs 毓乐宁,D68415 vs 50722002A,cross_manufacturer,替米沙坦 || pH2.0 || 美卡素 vs 毓乐宁 || D68415 vs 50722002A,替米沙坦 || pH2.0 || 美卡素 vs 毓乐宁 || D68415 vs 50722002A || slot_3,2,0,"1,2",same,same,,替米沙坦/pH2.0/side/221105-01-pH2.0T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221109-05-pH2.0T-替米沙坦片80mg-毓乐宁-50722002A-60min-20X-Side-1-3.docx,替米沙坦/pH2.0/side/221105-01-pH2.0T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221109-05-pH2.0T-替米沙坦片80mg-毓乐宁-50722002A-60min-20X-Side-2-3.docx,,consistent,same,2,0,0,0,0,,0
slot_1,替米沙坦,pH2.0,美卡素,美卡素,美卡素 vs 美卡素,D68415 vs D68415,same_manufacturer,替米沙坦 || pH2.0 || 美卡素 vs 美卡素 || D68415 vs D68415,替米沙坦 || pH2.0 || 美卡素 vs 美卡素 || D68415 vs D68415 || slot_1,3,1,"1,2,3",same,same,same,替米沙坦/pH2.0/side/221105-01-pH2.0T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221105-01-pH2.0T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1-1.docx,替米沙坦/pH2.0/side/221105-01-pH2.0T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221105-01-pH2.0T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-2-1.docx,替米沙坦/pH2.0/side/221105-01-pH2.0T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221105-01-pH2.0T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-3-1.docx,consistent,same,3,0,0,0,0,,0
slot_2,替米沙坦,pH2.0,美卡素,美卡素,美卡素 vs 美卡素,D68415 vs D68415,same_manufacturer,替米沙坦 || pH2.0 || 美卡素 vs 美卡素 || D68415 vs D68415,替米沙坦 || pH2.0 || 美卡素 vs 美卡素 || D68415 vs D68415 || slot_2,3,1,"1,2,3",same,same,same,替米沙坦/pH2.0/side/221105-01-pH2.0T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221105-01-pH2.0T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1-2.docx,替米沙坦/pH2.0/side/221105-01-pH2.0T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221105-01-pH2.0T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-2-2.docx,替米沙坦/pH2.0/side/221105-01-pH2.0T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221105-01-pH2.0T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-3-2.docx,consistent,same,3,0,0,0,0,,0
slot_3,替米沙坦,pH2.0,美卡素,美卡素,美卡素 vs 美卡素,D68415 vs D68415,same_manufacturer,替米沙坦 || pH2.0 || 美卡素 vs 美卡素 || D68415 vs D68415,替米沙坦 || pH2.0 || 美卡素 vs 美卡素 || D68415 vs D68415 || slot_3,3,1,"1,2,3",same,same,same,替米沙坦/pH2.0/side/221105-01-pH2.0T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221105-01-pH2.0T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1-3.docx,替米沙坦/pH2.0/side/221105-01-pH2.0T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221105-01-pH2.0T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-2-3.docx,替米沙坦/pH2.0/side/221105-01-pH2.0T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221105-01-pH2.0T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-3-3.docx,consistent,same,3,0,0,0,0,,0
slot_1,替米沙坦,pH2.0,美卡素,舒尼亚,美卡素 vs 舒尼亚,D68415 vs 32206057,cross_manufacturer,替米沙坦 || pH2.0 || 美卡素 vs 舒尼亚 || D68415 vs 32206057,替米沙坦 || pH2.0 || 美卡素 vs 舒尼亚 || D68415 vs 32206057 || slot_1,3,1,"1,2,3",same,same,same,替米沙坦/pH2.0/side/221105-01-pH2.0T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221106-02-pH2.0T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Side-1-1.docx,替米沙坦/pH2.0/side/221105-01-pH2.0T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221106-02-pH2.0T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Side-2-1.docx,替米沙坦/pH2.0/side/221105-01-pH2.0T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221106-02-pH2.0T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Side-3-1.docx,consistent,same,3,0,0,0,0,,0
slot_2,替米沙坦,pH2.0,美卡素,舒尼亚,美卡素 vs 舒尼亚,D68415 vs 32206057,cross_manufacturer,替米沙坦 || pH2.0 || 美卡素 vs 舒尼亚 || D68415 vs 32206057,替米沙坦 || pH2.0 || 美卡素 vs 舒尼亚 || D68415 vs 32206057 || slot_2,3,1,"1,2,3",same,same,same,替米沙坦/pH2.0/side/221105-01-pH2.0T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221106-02-pH2.0T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Side-1-2.docx,替米沙坦/pH2.0/side/221105-01-pH2.0T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221106-02-pH2.0T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Side-2-2.docx,替米沙坦/pH2.0/side/221105-01-pH2.0T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221106-02-pH2.0T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Side-3-2.docx,consistent,same,3,0,0,0,0,,0
slot_3,替米沙坦,pH2.0,美卡素,舒尼亚,美卡素 vs 舒尼亚,D68415 vs 32206057,cross_manufacturer,替米沙坦 || pH2.0 || 美卡素 vs 舒尼亚 || D68415 vs 32206057,替米沙坦 || pH2.0 || 美卡素 vs 舒尼亚 || D68415 vs 32206057 || slot_3,3,1,"1,2,3",different,same,same,替米沙坦/pH2.0/side/221105-01-pH2.0T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221106-02-pH2.0T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Side-1-3.docx,替米沙坦/pH2.0/side/221105-01-pH2.0T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221106-02-pH2.0T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Side-2-3.docx,替米沙坦/pH2.0/side/221105-01-pH2.0T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221106-02-pH2.0T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Side-3-3.docx,inconsistent,same,2,1,0,0,1,1,1
unassigned,替米沙坦,,,,,,unknown,替米沙坦,替米沙坦 || unassigned,1,0,01,,,,,,,insufficient,,0,0,0,0,0,,1
slot_1,硝苯地平,,拜新同,一品红,拜新同 vs 一品红,BJ86516 vs 302125001,cross_manufacturer,硝苯地平 || 拜新同 vs 一品红 || BJ86516 vs 302125001,硝苯地平 || 拜新同 vs 一品红 || BJ86516 vs 302125001 || slot_1,1,0,1,same,,,硝苯地平/side/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs07-硝苯地平控释片30mg-一品红-302125001-Side-36h-750X-1-1.docx,,,insufficient,same,1,0,0,0,0,,1
slot_2,硝苯地平,,拜新同,一品红,拜新同 vs 一品红,BJ86516 vs 302125001,cross_manufacturer,硝苯地平 || 拜新同 vs 一品红 || BJ86516 vs 302125001,硝苯地平 || 拜新同 vs 一品红 || BJ86516 vs 302125001 || slot_2,1,0,1,same,,,硝苯地平/side/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs07-硝苯地平控释片30mg-一品红-302125001-Side-36h-750X-1-2.docx,,,insufficient,same,1,0,0,0,0,,1
slot_3,硝苯地平,,拜新同,一品红,拜新同 vs 一品红,BJ86516 vs 302125001,cross_manufacturer,硝苯地平 || 拜新同 vs 一品红 || BJ86516 vs 302125001,硝苯地平 || 拜新同 vs 一品红 || BJ86516 vs 302125001 || slot_3,1,0,1,same,,,硝苯地平/side/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs07-硝苯地平控释片30mg-一品红-302125001-Side-36h-750X-1-3.docx,,,insufficient,same,1,0,0,0,0,,1
slot_1,硝苯地平,,拜新同,久保平,拜新同 vs 久保平,BJ86516 vs 22400938,cross_manufacturer,硝苯地平 || 拜新同 vs 久保平 || BJ86516 vs 22400938,硝苯地平 || 拜新同 vs 久保平 || BJ86516 vs 22400938 || slot_1,1,0,1,same,,,硝苯地平/side/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs05-硝苯地平控释片30mg-久保平-22400938-Side-36h-750X-1-1.docx,,,insufficient,same,1,0,0,0,0,,1
slot_2,硝苯地平,,拜新同,久保平,拜新同 vs 久保平,BJ86516 vs 22400938,cross_manufacturer,硝苯地平 || 拜新同 vs 久保平 || BJ86516 vs 22400938,硝苯地平 || 拜新同 vs 久保平 || BJ86516 vs 22400938 || slot_2,1,0,1,same,,,硝苯地平/side/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs05-硝苯地平控释片30mg-久保平-22400938-Side-36h-750X-1-2.docx,,,insufficient,same,1,0,0,0,0,,1
slot_3,硝苯地平,,拜新同,久保平,拜新同 vs 久保平,BJ86516 vs 22400938,cross_manufacturer,硝苯地平 || 拜新同 vs 久保平 || BJ86516 vs 22400938,硝苯地平 || 拜新同 vs 久保平 || BJ86516 vs 22400938 || slot_3,1,0,1,same,,,硝苯地平/side/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs05-硝苯地平控释片30mg-久保平-22400938-Side-36h-750X-1-3.docx,,,insufficient,same,1,0,0,0,0,,1
slot_1,硝苯地平,,拜新同,亚宝,拜新同 vs 亚宝,BJ86516 vs 241001,cross_manufacturer,硝苯地平 || 拜新同 vs 亚宝 || BJ86516 vs 241001,硝苯地平 || 拜新同 vs 亚宝 || BJ86516 vs 241001 || slot_1,1,0,1,same,,,硝苯地平/side/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs16-硝苯地平控释片30mg-亚宝-241001-Side-36h-750X-1-1.docx,,,insufficient,same,1,0,0,0,0,,1
slot_2,硝苯地平,,拜新同,亚宝,拜新同 vs 亚宝,BJ86516 vs 241001,cross_manufacturer,硝苯地平 || 拜新同 vs 亚宝 || BJ86516 vs 241001,硝苯地平 || 拜新同 vs 亚宝 || BJ86516 vs 241001 || slot_2,1,0,1,different,,,硝苯地平/side/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs16-硝苯地平控释片30mg-亚宝-241001-Side-36h-750X-1-2.docx,,,insufficient,different,0,1,0,0,0,,1
slot_3,硝苯地平,,拜新同,亚宝,拜新同 vs 亚宝,BJ86516 vs 241001,cross_manufacturer,硝苯地平 || 拜新同 vs 亚宝 || BJ86516 vs 241001,硝苯地平 || 拜新同 vs 亚宝 || BJ86516 vs 241001 || slot_3,1,0,1,same,,,硝苯地平/side/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs16-硝苯地平控释片30mg-亚宝-241001-Side-36h-750X-1-3.docx,,,insufficient,same,1,0,0,0,0,,1
slot_1,硝苯地平,,拜新同,亿普,拜新同 vs 亿普,BJ86516 vs A240105R1,cross_manufacturer,硝苯地平 || 拜新同 vs 亿普 || BJ86516 vs A240105R1,硝苯地平 || 拜新同 vs 亿普 || BJ86516 vs A240105R1 || slot_1,1,0,1,same,,,硝苯地平/side/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs15-硝苯地平控释片30mg-亿普-A240105R1-Side-36h-750X-1-1.docx,,,insufficient,same,1,0,0,0,0,,1
slot_2,硝苯地平,,拜新同,亿普,拜新同 vs 亿普,BJ86516 vs A240105R1,cross_manufacturer,硝苯地平 || 拜新同 vs 亿普 || BJ86516 vs A240105R1,硝苯地平 || 拜新同 vs 亿普 || BJ86516 vs A240105R1 || slot_2,1,0,1,same,,,硝苯地平/side/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs15-硝苯地平控释片30mg-亿普-A240105R1-Side-36h-750X-1-2.docx,,,insufficient,same,1,0,0,0,0,,1
slot_3,硝苯地平,,拜新同,亿普,拜新同 vs 亿普,BJ86516 vs A240105R1,cross_manufacturer,硝苯地平 || 拜新同 vs 亿普 || BJ86516 vs A240105R1,硝苯地平 || 拜新同 vs 亿普 || BJ86516 vs A240105R1 || slot_3,1,0,1,same,,,硝苯地平/side/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs15-硝苯地平控释片30mg-亿普-A240105R1-Side-36h-750X-1-3.docx,,,insufficient,same,1,0,0,0,0,,1
slot_1,硝苯地平,,拜新同,君保泰,拜新同 vs 君保泰,BJ86516 vs 2505363,cross_manufacturer,硝苯地平 || 拜新同 vs 君保泰 || BJ86516 vs 2505363,硝苯地平 || 拜新同 vs 君保泰 || BJ86516 vs 2505363 || slot_1,1,0,1,same,,,硝苯地平/side/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs10-硝苯地平控释片30mg-君保泰-2505363-Side-36h-750X-1-1.docx,,,insufficient,same,1,0,0,0,0,,1
slot_2,硝苯地平,,拜新同,君保泰,拜新同 vs 君保泰,BJ86516 vs 2505363,cross_manufacturer,硝苯地平 || 拜新同 vs 君保泰 || BJ86516 vs 2505363,硝苯地平 || 拜新同 vs 君保泰 || BJ86516 vs 2505363 || slot_2,1,0,1,same,,,硝苯地平/side/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs10-硝苯地平控释片30mg-君保泰-2505363-Side-36h-750X-1-2.docx,,,insufficient,same,1,0,0,0,0,,1
slot_3,硝苯地平,,拜新同,君保泰,拜新同 vs 君保泰,BJ86516 vs 2505363,cross_manufacturer,硝苯地平 || 拜新同 vs 君保泰 || BJ86516 vs 2505363,硝苯地平 || 拜新同 vs 君保泰 || BJ86516 vs 2505363 || slot_3,1,0,1,same,,,硝苯地平/side/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs10-硝苯地平控释片30mg-君保泰-2505363-Side-36h-750X-1-3.docx,,,insufficient,same,1,0,0,0,0,,1
slot_1,硝苯地平,,拜新同,奈特,拜新同 vs 奈特,BJ86516 vs 240419111,cross_manufacturer,硝苯地平 || 拜新同 vs 奈特 || BJ86516 vs 240419111,硝苯地平 || 拜新同 vs 奈特 || BJ86516 vs 240419111 || slot_1,1,0,1,same,,,硝苯地平/side/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs03-硝苯地平控释片30mg-奈特-240419111-Side-36h-750X-1-1.docx,,,insufficient,same,1,0,0,0,0,,1
slot_2,硝苯地平,,拜新同,奈特,拜新同 vs 奈特,BJ86516 vs 240419111,cross_manufacturer,硝苯地平 || 拜新同 vs 奈特 || BJ86516 vs 240419111,硝苯地平 || 拜新同 vs 奈特 || BJ86516 vs 240419111 || slot_2,1,0,1,same,,,硝苯地平/side/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs03-硝苯地平控释片30mg-奈特-240419111-Side-36h-750X-1-2.docx,,,insufficient,same,1,0,0,0,0,,1
