relative_path,file_name,extension,status,read_error,size_bytes,drug_root_label,primary_drug_label,primary_pH_label,condition_folder,view_folder,variant_label,model_label,model_label_source,model_bucket,comparison_pair_id,reference_manufacturer_label,manufacturer_label,reference_batch_label,comparison_batch_label,batch_pair,comparison_scope,sample_replicate_id,left_replicate_id,right_replicate_id,repeat_group_base_key,repeat_group_model_key,repeat_observation_key,repeat_group_complete,repeat_group_consistency_status,repeat_group_consensus_verdict,potential_error_label,left_product_name,left_manufacturer_label,left_batch_label,right_product_name,right_manufacturer_label,right_batch_label,manufacturer_pair,verdict,verdict_raw,char_count,word_count,has_experiment_section,experiment_fields_expected,experiment_fields_present,experiment_completeness_pct,experiment_time_interval_present,experiment_other_conditions_present,has_image_analysis_section,image_analysis_block_count,dimension_coverage_count,dimension_coverage_pct,dimension_avg_words,dimension_generic_count,dimension_duplicate_count,dimension_detail_score_pct,has_mechanism_section,mechanism_hypothesis_count,mechanism_follow_up_item_count,mechanism_evidence_trace_count,reference_trace_level,possible_placeholder_reference,mechanism_score_pct,reference_verify_placeholder,has_final_report_section,comparison_table_present,comparison_table_rows,reason_keyword_count,evidence_link_count,judgment_basis_clear,reasoning_score_pct,structural_completeness_pct,overall_quality_score_pct
替米沙坦/pH1.2/side/221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1-2.docx,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1-2.docx,.docx,ok,,31881,替米沙坦,替米沙坦,pH1.2,pH1.2,side,slot_2,,variant_fallback,slot_2,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1,美卡素,美卡素,D68415,D68415,D68415 vs D68415,same_manufacturer,1,1,1,替米沙坦 || pH1.2 || 美卡素 vs 美卡素 || D68415 vs D68415,替米沙坦 || pH1.2 || 美卡素 vs 美卡素 || D68415 vs D68415 || slot_2,替米沙坦 || pH1.2 || 美卡素 vs 美卡素 || D68415 vs D68415 || 1,1,insufficient,same,,替米沙坦片80mg,美卡素,D68415,替米沙坦片80mg,美卡素,D68415,美卡素 vs 美卡素,same,same,51795,7345,1,6,5,83.33,1,1,1,8,8,100.0,51.22,1,0,99.45,1,0,0,7,structured,0,40.0,0,1,1,6,2,7,1,85.83,100.0,85.46
替米沙坦/pH1.2/side/221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1-3.docx,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1-3.docx,.docx,ok,,32052,替米沙坦,替米沙坦,pH1.2,pH1.2,side,slot_3,,variant_fallback,slot_3,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1,美卡素,美卡素,D68415,D68415,D68415 vs D68415,same_manufacturer,1,1,1,替米沙坦 || pH1.2 || 美卡素 vs 美卡素 || D68415 vs D68415,替米沙坦 || pH1.2 || 美卡素 vs 美卡素 || D68415 vs D68415 || slot_3,替米沙坦 || pH1.2 || 美卡素 vs 美卡素 || D68415 vs D68415 || 1,1,consistent,same,,替米沙坦片80mg,美卡素,D68415,替米沙坦片80mg,美卡素,D68415,美卡素 vs 美卡素,same,same,52149,7349,1,6,5,83.33,1,1,1,8,8,100.0,50.88,0,0,100.0,1,0,0,15,generic,1,29.0,0,1,1,6,2,7,1,85.83,100.0,83.89
替米沙坦/pH1.2/side/221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-2-1.docx,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-2-1.docx,.docx,ok,,33861,替米沙坦,替米沙坦,pH1.2,pH1.2,side,slot_1,,variant_fallback,slot_1,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-2,美卡素,美卡素,D68415,D68415,D68415 vs D68415,same_manufacturer,2,1,2,替米沙坦 || pH1.2 || 美卡素 vs 美卡素 || D68415 vs D68415,替米沙坦 || pH1.2 || 美卡素 vs 美卡素 || D68415 vs D68415 || slot_1,替米沙坦 || pH1.2 || 美卡素 vs 美卡素 || D68415 vs D68415 || 2,1,insufficient,same,,替米沙坦片80mg,美卡素,D68415,替米沙坦片80mg,美卡素,D68415,美卡素 vs 美卡素,same,same,57507,8061,1,6,5,83.33,1,1,1,8,8,100.0,54.84,1,0,99.45,1,0,0,10,structured,0,40.0,0,1,1,6,1,7,1,79.17,100.0,84.46
替米沙坦/pH1.2/side/221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-2-2.docx,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-2-2.docx,.docx,ok,,32853,替米沙坦,替米沙坦,pH1.2,pH1.2,side,slot_2,,variant_fallback,slot_2,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-2,美卡素,美卡素,D68415,D68415,D68415 vs D68415,same_manufacturer,2,1,2,替米沙坦 || pH1.2 || 美卡素 vs 美卡素 || D68415 vs D68415,替米沙坦 || pH1.2 || 美卡素 vs 美卡素 || D68415 vs D68415 || slot_2,替米沙坦 || pH1.2 || 美卡素 vs 美卡素 || D68415 vs D68415 || 2,1,insufficient,same,,替米沙坦片80mg,美卡素,D68415,替米沙坦片80mg,美卡素,D68415,美卡素 vs 美卡素,different,different,55638,7852,1,6,5,83.33,1,1,1,8,8,100.0,54.67,3,0,98.36,1,0,0,9,generic,1,29.0,0,1,1,6,2,7,1,85.83,100.0,83.64
替米沙坦/pH1.2/side/221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-2-3.docx,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-2-3.docx,.docx,ok,,33494,替米沙坦,替米沙坦,pH1.2,pH1.2,side,slot_3,,variant_fallback,slot_3,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-2,美卡素,美卡素,D68415,D68415,D68415 vs D68415,same_manufacturer,2,1,2,替米沙坦 || pH1.2 || 美卡素 vs 美卡素 || D68415 vs D68415,替米沙坦 || pH1.2 || 美卡素 vs 美卡素 || D68415 vs D68415 || slot_3,替米沙坦 || pH1.2 || 美卡素 vs 美卡素 || D68415 vs D68415 || 2,1,consistent,same,,替米沙坦片80mg,美卡素,D68415,替米沙坦片80mg,美卡素,D68415,美卡素 vs 美卡素,different,different,56083,7928,1,6,5,83.33,1,1,1,8,8,100.0,54,1,0,99.45,1,0,0,6,generic,1,29.0,0,1,1,6,0,8,0,72.5,100.0,81.81
替米沙坦/pH1.2/side/221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-3-1.docx,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-3-1.docx,.docx,ok,,34138,替米沙坦,替米沙坦,pH1.2,pH1.2,side,slot_1,,variant_fallback,slot_1,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-3,美卡素,美卡素,D68415,D68415,D68415 vs D68415,same_manufacturer,3,1,3,替米沙坦 || pH1.2 || 美卡素 vs 美卡素 || D68415 vs D68415,替米沙坦 || pH1.2 || 美卡素 vs 美卡素 || D68415 vs D68415 || slot_1,替米沙坦 || pH1.2 || 美卡素 vs 美卡素 || D68415 vs D68415 || 3,1,insufficient,same,,替米沙坦片80mg,美卡素,D68415,替米沙坦片80mg,美卡素,D68415,美卡素 vs 美卡素,same,same,59181,8470,1,6,5,83.33,1,1,1,8,8,100.0,53.5,2,0,98.91,1,0,0,6,generic,1,29.0,0,1,1,6,1,7,1,79.17,100.0,82.73
替米沙坦/pH1.2/side/221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-3-2.docx,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-3-2.docx,.docx,ok,,33400,替米沙坦,替米沙坦,pH1.2,pH1.2,side,slot_2,,variant_fallback,slot_2,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-3,美卡素,美卡素,D68415,D68415,D68415 vs D68415,same_manufacturer,3,1,3,替米沙坦 || pH1.2 || 美卡素 vs 美卡素 || D68415 vs D68415,替米沙坦 || pH1.2 || 美卡素 vs 美卡素 || D68415 vs D68415 || slot_2,替米沙坦 || pH1.2 || 美卡素 vs 美卡素 || D68415 vs D68415 || 3,1,insufficient,same,,替米沙坦片80mg,美卡素,D68415,替米沙坦片80mg,美卡素,D68415,美卡素 vs 美卡素,same,same,55522,7903,1,6,5,83.33,1,1,1,8,8,100.0,52.47,2,0,98.91,1,0,0,7,structured,0,40.0,0,1,1,7,1,7,1,82.92,100.0,84.94
替米沙坦/pH1.2/side/221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-3-3.docx,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-3-3.docx,.docx,ok,,31900,替米沙坦,替米沙坦,pH1.2,pH1.2,side,slot_3,,variant_fallback,slot_3,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-3,美卡素,美卡素,D68415,D68415,D68415 vs D68415,same_manufacturer,3,1,3,替米沙坦 || pH1.2 || 美卡素 vs 美卡素 || D68415 vs D68415,替米沙坦 || pH1.2 || 美卡素 vs 美卡素 || D68415 vs D68415 || slot_3,替米沙坦 || pH1.2 || 美卡素 vs 美卡素 || D68415 vs D68415 || 3,1,consistent,same,,替米沙坦片80mg,美卡素,D68415,替米沙坦片80mg,美卡素,D68415,美卡素 vs 美卡素,same,same,51165,7226,1,6,5,83.33,1,1,1,8,8,100.0,50.41,1,0,99.45,1,0,0,7,generic,1,29.0,0,1,1,7,3,7,1,96.25,100.0,85.37
替米沙坦/pH1.2/side/221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221106-02-pH1.2T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Side-1-1.docx,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221106-02-pH1.2T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Side-1-1.docx,.docx,ok,,34678,替米沙坦,替米沙坦,pH1.2,pH1.2,side,slot_1,,variant_fallback,slot_1,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221106-02-pH1.2T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Side-1,美卡素,舒尼亚,D68415,32206057,D68415 vs 32206057,cross_manufacturer,1,1,1,替米沙坦 || pH1.2 || 美卡素 vs 舒尼亚 || D68415 vs 32206057,替米沙坦 || pH1.2 || 美卡素 vs 舒尼亚 || D68415 vs 32206057 || slot_1,替米沙坦 || pH1.2 || 美卡素 vs 舒尼亚 || D68415 vs 32206057 || 1,1,insufficient,,,替米沙坦片80mg,美卡素,D68415,替米沙坦片80mg,舒尼亚,32206057,美卡素 vs 舒尼亚,different,different,57678,8212,1,6,5,83.33,1,1,1,8,8,100.0,52.73,0,0,100.0,1,0,0,6,generic,1,29.0,0,1,1,6,2,6,1,85.83,100.0,83.89
替米沙坦/pH1.2/side/221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221106-02-pH1.2T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Side-1-2.docx,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221106-02-pH1.2T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Side-1-2.docx,.docx,ok,,34216,替米沙坦,替米沙坦,pH1.2,pH1.2,side,slot_2,,variant_fallback,slot_2,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221106-02-pH1.2T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Side-1,美卡素,舒尼亚,D68415,32206057,D68415 vs 32206057,cross_manufacturer,1,1,1,替米沙坦 || pH1.2 || 美卡素 vs 舒尼亚 || D68415 vs 32206057,替米沙坦 || pH1.2 || 美卡素 vs 舒尼亚 || D68415 vs 32206057 || slot_2,替米沙坦 || pH1.2 || 美卡素 vs 舒尼亚 || D68415 vs 32206057 || 1,1,insufficient,,,替米沙坦片80mg,美卡素,D68415,替米沙坦片80mg,舒尼亚,32206057,美卡素 vs 舒尼亚,same,same,59400,8376,1,6,5,83.33,1,1,1,8,8,100.0,55.88,1,0,99.45,1,0,0,16,generic,1,29.0,0,1,1,6,4,7,1,92.5,100.0,84.81
替米沙坦/pH1.2/side/221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221106-02-pH1.2T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Side-1-3.docx,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221106-02-pH1.2T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Side-1-3.docx,.docx,ok,,33396,替米沙坦,替米沙坦,pH1.2,pH1.2,side,slot_3,,variant_fallback,slot_3,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221106-02-pH1.2T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Side-1,美卡素,舒尼亚,D68415,32206057,D68415 vs 32206057,cross_manufacturer,1,1,1,替米沙坦 || pH1.2 || 美卡素 vs 舒尼亚 || D68415 vs 32206057,替米沙坦 || pH1.2 || 美卡素 vs 舒尼亚 || D68415 vs 32206057 || slot_3,替米沙坦 || pH1.2 || 美卡素 vs 舒尼亚 || D68415 vs 32206057 || 1,1,insufficient,same,,替米沙坦片80mg,美卡素,D68415,替米沙坦片80mg,舒尼亚,32206057,美卡素 vs 舒尼亚,different,different,56297,8074,1,6,5,83.33,1,1,1,8,8,100.0,53.05,2,0,98.91,1,0,0,6,generic,1,29.0,0,1,1,6,2,7,1,85.83,100.0,83.73
替米沙坦/pH1.2/side/221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221106-02-pH1.2T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Side-2-1.docx,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221106-02-pH1.2T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Side-2-1.docx,.docx,ok,,31816,替米沙坦,替米沙坦,pH1.2,pH1.2,side,slot_1,,variant_fallback,slot_1,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221106-02-pH1.2T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Side-2,美卡素,舒尼亚,D68415,32206057,D68415 vs 32206057,cross_manufacturer,2,1,2,替米沙坦 || pH1.2 || 美卡素 vs 舒尼亚 || D68415 vs 32206057,替米沙坦 || pH1.2 || 美卡素 vs 舒尼亚 || D68415 vs 32206057 || slot_1,替米沙坦 || pH1.2 || 美卡素 vs 舒尼亚 || D68415 vs 32206057 || 2,1,insufficient,,,替米沙坦片80mg,美卡素,D68415,替米沙坦片80mg,舒尼亚,32206057,美卡素 vs 舒尼亚,same,same,52291,7390,1,6,5,83.33,1,1,1,8,8,100.0,50.48,2,0,98.91,1,0,0,11,generic,1,29.0,0,1,1,6,1,7,1,79.17,100.0,82.73
替米沙坦/pH1.2/side/221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221106-02-pH1.2T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Side-2-2.docx,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221106-02-pH1.2T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Side-2-2.docx,.docx,ok,,32905,替米沙坦,替米沙坦,pH1.2,pH1.2,side,slot_2,,variant_fallback,slot_2,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221106-02-pH1.2T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Side-2,美卡素,舒尼亚,D68415,32206057,D68415 vs 32206057,cross_manufacturer,2,1,2,替米沙坦 || pH1.2 || 美卡素 vs 舒尼亚 || D68415 vs 32206057,替米沙坦 || pH1.2 || 美卡素 vs 舒尼亚 || D68415 vs 32206057 || slot_2,替米沙坦 || pH1.2 || 美卡素 vs 舒尼亚 || D68415 vs 32206057 || 2,1,insufficient,,,替米沙坦片80mg,美卡素,D68415,替米沙坦片80mg,舒尼亚,32206057,美卡素 vs 舒尼亚,same,same,55959,7933,1,6,2,33.33,0,1,1,8,8,100.0,53.77,0,0,100.0,1,0,0,12,generic,1,29.0,0,1,1,6,1,7,1,79.17,100.0,72.89
替米沙坦/pH1.2/side/221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221106-02-pH1.2T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Side-2-3.docx,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221106-02-pH1.2T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Side-2-3.docx,.docx,ok,,32281,替米沙坦,替米沙坦,pH1.2,pH1.2,side,slot_3,,variant_fallback,slot_3,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221106-02-pH1.2T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Side-2,美卡素,舒尼亚,D68415,32206057,D68415 vs 32206057,cross_manufacturer,2,1,2,替米沙坦 || pH1.2 || 美卡素 vs 舒尼亚 || D68415 vs 32206057,替米沙坦 || pH1.2 || 美卡素 vs 舒尼亚 || D68415 vs 32206057 || slot_3,替米沙坦 || pH1.2 || 美卡素 vs 舒尼亚 || D68415 vs 32206057 || 2,1,insufficient,same,,替米沙坦片80mg,美卡素,D68415,替米沙坦片80mg,舒尼亚,32206057,美卡素 vs 舒尼亚,same,same,53463,7580,1,6,5,83.33,1,1,1,8,8,100.0,52.41,2,0,98.91,1,0,0,6,generic,1,29.0,0,1,1,6,2,7,1,85.83,100.0,83.73
替米沙坦/pH1.2/side/221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221106-02-pH1.2T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Side-3-1.docx,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221106-02-pH1.2T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Side-3-1.docx,.docx,ok,,33305,替米沙坦,替米沙坦,pH1.2,pH1.2,side,slot_1,,variant_fallback,slot_1,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221106-02-pH1.2T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Side-3,美卡素,舒尼亚,D68415,32206057,D68415 vs 32206057,cross_manufacturer,3,1,3,替米沙坦 || pH1.2 || 美卡素 vs 舒尼亚 || D68415 vs 32206057,替米沙坦 || pH1.2 || 美卡素 vs 舒尼亚 || D68415 vs 32206057 || slot_1,替米沙坦 || pH1.2 || 美卡素 vs 舒尼亚 || D68415 vs 32206057 || 3,1,insufficient,,,替米沙坦片80mg,美卡素,D68415,替米沙坦片80mg,舒尼亚,32206057,美卡素 vs 舒尼亚,different,different,56130,7973,1,6,5,83.33,1,1,1,8,8,100.0,51.7,0,0,100.0,1,0,0,6,generic,1,29.0,0,1,1,6,1,7,1,79.17,100.0,82.89
替米沙坦/pH1.2/side/221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221106-02-pH1.2T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Side-3-2.docx,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221106-02-pH1.2T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Side-3-2.docx,.docx,ok,,34994,替米沙坦,替米沙坦,pH1.2,pH1.2,side,slot_2,,variant_fallback,slot_2,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221106-02-pH1.2T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Side-3,美卡素,舒尼亚,D68415,32206057,D68415 vs 32206057,cross_manufacturer,3,1,3,替米沙坦 || pH1.2 || 美卡素 vs 舒尼亚 || D68415 vs 32206057,替米沙坦 || pH1.2 || 美卡素 vs 舒尼亚 || D68415 vs 32206057 || slot_2,替米沙坦 || pH1.2 || 美卡素 vs 舒尼亚 || D68415 vs 32206057 || 3,1,insufficient,,,替米沙坦片80mg,美卡素,D68415,替米沙坦片80mg,舒尼亚,32206057,美卡素 vs 舒尼亚,different,different,59628,8437,1,6,5,83.33,1,1,1,8,8,100.0,59.81,0,0,100.0,1,0,0,6,generic,1,29.0,0,1,1,6,1,6,1,79.17,100.0,82.89
替米沙坦/pH1.2/side/221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221106-02-pH1.2T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Side-3-3.docx,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221106-02-pH1.2T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Side-3-3.docx,.docx,ok,,33828,替米沙坦,替米沙坦,pH1.2,pH1.2,side,slot_3,,variant_fallback,slot_3,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221106-02-pH1.2T-替米沙坦片80mg-舒尼亚-32206057-60min-20X-Side-3,美卡素,舒尼亚,D68415,32206057,D68415 vs 32206057,cross_manufacturer,3,1,3,替米沙坦 || pH1.2 || 美卡素 vs 舒尼亚 || D68415 vs 32206057,替米沙坦 || pH1.2 || 美卡素 vs 舒尼亚 || D68415 vs 32206057 || slot_3,替米沙坦 || pH1.2 || 美卡素 vs 舒尼亚 || D68415 vs 32206057 || 3,1,insufficient,same,,替米沙坦片80mg,美卡素,D68415,替米沙坦片80mg,舒尼亚,32206057,美卡素 vs 舒尼亚,different,different,57588,8178,1,6,5,83.33,1,1,1,8,8,100.0,53.44,0,0,100.0,1,0,0,6,generic,1,29.0,0,1,1,6,2,8,1,85.83,100.0,83.89
替米沙坦/pH1.2/side/221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221107-03-pH1.2T-替米沙坦片80mg-安内强-220711301-60min-20X-Side-1-1.docx,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221107-03-pH1.2T-替米沙坦片80mg-安内强-220711301-60min-20X-Side-1-1.docx,.docx,ok,,34537,替米沙坦,替米沙坦,pH1.2,pH1.2,side,slot_1,,variant_fallback,slot_1,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221107-03-pH1.2T-替米沙坦片80mg-安内强-220711301-60min-20X-Side-1,美卡素,安内强,D68415,220711301,D68415 vs 220711301,cross_manufacturer,1,1,1,替米沙坦 || pH1.2 || 美卡素 vs 安内强 || D68415 vs 220711301,替米沙坦 || pH1.2 || 美卡素 vs 安内强 || D68415 vs 220711301 || slot_1,替米沙坦 || pH1.2 || 美卡素 vs 安内强 || D68415 vs 220711301 || 1,0,insufficient,same,,替米沙坦片80mg,美卡素,D68415,替米沙坦片80mg,安内强,220711301,美卡素 vs 安内强,different,different,57887,8132,1,6,5,83.33,1,1,1,8,8,100.0,54.73,3,0,98.36,1,0,0,6,generic,1,29.0,0,1,1,6,3,7,1,92.5,100.0,84.64
替米沙坦/pH1.2/side/221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221107-03-pH1.2T-替米沙坦片80mg-安内强-220711301-60min-20X-Side-1-2.docx,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221107-03-pH1.2T-替米沙坦片80mg-安内强-220711301-60min-20X-Side-1-2.docx,.docx,ok,,34256,替米沙坦,替米沙坦,pH1.2,pH1.2,side,slot_2,,variant_fallback,slot_2,221105-01-pH1.2T-替米沙坦片80mg-美卡素-D68415-60min-20X-Side-1vs221107-03-pH1.2T-替米沙坦片80mg-安内强-220711301-60min-20X-Side-1,美卡素,安内强,D68415,220711301,D68415 vs 220711301,cross_manufacturer,1,1,1,替米沙坦 || pH1.2 || 美卡素 vs 安内强 || D68415 vs 220711301,替米沙坦 || pH1.2 || 美卡素 vs 安内强 || D68415 vs 220711301 || slot_2,替米沙坦 || pH1.2 || 美卡素 vs 安内强 || D68415 vs 220711301 || 1,0,insufficient,,,替米沙坦片80mg,美卡素,D68415,替米沙坦片80mg,安内强,220711301,美卡素 vs 安内强,different,different,57475,8089,1,6,5,83.33,1,1,1,8,8,100.0,53.81,2,0,98.91,1,0,0,7,structured,0,40.0,0,1,1,7,1,6,1,82.92,100.0,84.94
