model_bucket,primary_drug_label,primary_pH_label,reference_manufacturer_label,manufacturer_label,manufacturer_pair,batch_pair,comparison_scope,repeat_group_base_key,repeat_group_model_key,replicate_count,complete_replicate_group,replicate_ids,replicate_1_verdict,replicate_2_verdict,replicate_3_verdict,replicate_1_path,replicate_2_path,replicate_3_path,consistency_status,consensus_verdict,same_count,different_count,unknown_count,potential_false_positive_count,potential_false_negative_count,potential_error_replicates,manual_review_flag
slot_1,硝苯地平控释片30mg,,拜新同,奈特,拜新同 vs 奈特,BJ86516 vs 240419111,cross_manufacturer,硝苯地平控释片30mg || 拜新同 vs 奈特 || BJ86516 vs 240419111,硝苯地平控释片30mg || 拜新同 vs 奈特 || BJ86516 vs 240419111 || slot_1,1,0,1,same,,,硝苯地平/side/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs03-硝苯地平控释片30mg-奈特-240419111-Side-36h-750X-1-1.docx,,,insufficient,same,1,0,0,0,0,,1
slot_2,硝苯地平控释片30mg,,拜新同,奈特,拜新同 vs 奈特,BJ86516 vs 240419111,cross_manufacturer,硝苯地平控释片30mg || 拜新同 vs 奈特 || BJ86516 vs 240419111,硝苯地平控释片30mg || 拜新同 vs 奈特 || BJ86516 vs 240419111 || slot_2,1,0,1,same,,,硝苯地平/side/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs03-硝苯地平控释片30mg-奈特-240419111-Side-36h-750X-1-2.docx,,,insufficient,same,1,0,0,0,0,,1
slot_3,硝苯地平控释片30mg,,拜新同,奈特,拜新同 vs 奈特,BJ86516 vs 240419111,cross_manufacturer,硝苯地平控释片30mg || 拜新同 vs 奈特 || BJ86516 vs 240419111,硝苯地平控释片30mg || 拜新同 vs 奈特 || BJ86516 vs 240419111 || slot_3,1,0,1,same,,,硝苯地平/side/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs03-硝苯地平控释片30mg-奈特-240419111-Side-36h-750X-1-3.docx,,,insufficient,same,1,0,0,0,0,,1
slot_1,硝苯地平控释片30mg,,拜新同,奥赛定,拜新同 vs 奥赛定,BJ86516 vs 0000117508,cross_manufacturer,硝苯地平控释片30mg || 拜新同 vs 奥赛定 || BJ86516 vs 0000117508,硝苯地平控释片30mg || 拜新同 vs 奥赛定 || BJ86516 vs 0000117508 || slot_1,1,0,1,same,,,硝苯地平/side/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs12-硝苯地平控释片30mg-奥赛定-0000117508-Side-36h-750X-1-1.docx,,,insufficient,same,1,0,0,0,0,,1
slot_2,硝苯地平控释片30mg,,拜新同,奥赛定,拜新同 vs 奥赛定,BJ86516 vs 0000117508,cross_manufacturer,硝苯地平控释片30mg || 拜新同 vs 奥赛定 || BJ86516 vs 0000117508,硝苯地平控释片30mg || 拜新同 vs 奥赛定 || BJ86516 vs 0000117508 || slot_2,1,0,1,same,,,硝苯地平/side/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs12-硝苯地平控释片30mg-奥赛定-0000117508-Side-36h-750X-1-2.docx,,,insufficient,same,1,0,0,0,0,,1
slot_3,硝苯地平控释片30mg,,拜新同,奥赛定,拜新同 vs 奥赛定,BJ86516 vs 0000117508,cross_manufacturer,硝苯地平控释片30mg || 拜新同 vs 奥赛定 || BJ86516 vs 0000117508,硝苯地平控释片30mg || 拜新同 vs 奥赛定 || BJ86516 vs 0000117508 || slot_3,1,0,1,same,,,硝苯地平/side/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs12-硝苯地平控释片30mg-奥赛定-0000117508-Side-36h-750X-1-3.docx,,,insufficient,same,1,0,0,0,0,,1
slot_1,硝苯地平控释片30mg,,拜新同,居安诺,拜新同 vs 居安诺,BJ86516 vs Q332411291,cross_manufacturer,硝苯地平控释片30mg || 拜新同 vs 居安诺 || BJ86516 vs Q332411291,硝苯地平控释片30mg || 拜新同 vs 居安诺 || BJ86516 vs Q332411291 || slot_1,1,0,1,same,,,硝苯地平/side/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs09-硝苯地平控释片30mg-居安诺-Q332411291-Side-36h-750X-1-1.docx,,,insufficient,same,1,0,0,0,0,,1
slot_2,硝苯地平控释片30mg,,拜新同,居安诺,拜新同 vs 居安诺,BJ86516 vs Q332411291,cross_manufacturer,硝苯地平控释片30mg || 拜新同 vs 居安诺 || BJ86516 vs Q332411291,硝苯地平控释片30mg || 拜新同 vs 居安诺 || BJ86516 vs Q332411291 || slot_2,1,0,1,same,,,硝苯地平/side/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs09-硝苯地平控释片30mg-居安诺-Q332411291-Side-36h-750X-1-2.docx,,,insufficient,same,1,0,0,0,0,,1
slot_3,硝苯地平控释片30mg,,拜新同,居安诺,拜新同 vs 居安诺,BJ86516 vs Q332411291,cross_manufacturer,硝苯地平控释片30mg || 拜新同 vs 居安诺 || BJ86516 vs Q332411291,硝苯地平控释片30mg || 拜新同 vs 居安诺 || BJ86516 vs Q332411291 || slot_3,1,0,1,same,,,硝苯地平/side/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs09-硝苯地平控释片30mg-居安诺-Q332411291-Side-36h-750X-1-3.docx,,,insufficient,same,1,0,0,0,0,,1
slot_1,硝苯地平控释片30mg,,拜新同,得欣通,拜新同 vs 得欣通,BJ86516 vs 2214250501,cross_manufacturer,硝苯地平控释片30mg || 拜新同 vs 得欣通 || BJ86516 vs 2214250501,硝苯地平控释片30mg || 拜新同 vs 得欣通 || BJ86516 vs 2214250501 || slot_1,1,0,1,same,,,硝苯地平/side/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs13-硝苯地平控释片30mg-得欣通-2214250501-Side-36h-750X-1-1.docx,,,insufficient,same,1,0,0,0,0,,1
slot_2,硝苯地平控释片30mg,,拜新同,得欣通,拜新同 vs 得欣通,BJ86516 vs 2214250501,cross_manufacturer,硝苯地平控释片30mg || 拜新同 vs 得欣通 || BJ86516 vs 2214250501,硝苯地平控释片30mg || 拜新同 vs 得欣通 || BJ86516 vs 2214250501 || slot_2,1,0,1,same,,,硝苯地平/side/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs13-硝苯地平控释片30mg-得欣通-2214250501-Side-36h-750X-1-2.docx,,,insufficient,same,1,0,0,0,0,,1
slot_3,硝苯地平控释片30mg,,拜新同,得欣通,拜新同 vs 得欣通,BJ86516 vs 2214250501,cross_manufacturer,硝苯地平控释片30mg || 拜新同 vs 得欣通 || BJ86516 vs 2214250501,硝苯地平控释片30mg || 拜新同 vs 得欣通 || BJ86516 vs 2214250501 || slot_3,1,0,1,same,,,硝苯地平/side/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs13-硝苯地平控释片30mg-得欣通-2214250501-Side-36h-750X-1-3.docx,,,insufficient,same,1,0,0,0,0,,1
slot_1,硝苯地平控释片30mg,,拜新同,拜新同,拜新同 vs 拜新同,BJ86516 vs BJ86516,same_manufacturer,硝苯地平控释片30mg || 拜新同 vs 拜新同 || BJ86516 vs BJ86516,硝苯地平控释片30mg || 拜新同 vs 拜新同 || BJ86516 vs BJ86516 || slot_1,1,0,1,same,,,硝苯地平/side/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1-1.docx,,,insufficient,same,1,0,0,0,0,,1
slot_2,硝苯地平控释片30mg,,拜新同,拜新同,拜新同 vs 拜新同,BJ86516 vs BJ86516,same_manufacturer,硝苯地平控释片30mg || 拜新同 vs 拜新同 || BJ86516 vs BJ86516,硝苯地平控释片30mg || 拜新同 vs 拜新同 || BJ86516 vs BJ86516 || slot_2,1,0,1,same,,,硝苯地平/side/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1-2.docx,,,insufficient,same,1,0,0,0,0,,1
slot_3,硝苯地平控释片30mg,,拜新同,拜新同,拜新同 vs 拜新同,BJ86516 vs BJ86516,same_manufacturer,硝苯地平控释片30mg || 拜新同 vs 拜新同 || BJ86516 vs BJ86516,硝苯地平控释片30mg || 拜新同 vs 拜新同 || BJ86516 vs BJ86516 || slot_3,1,0,1,same,,,硝苯地平/side/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1-3.docx,,,insufficient,same,1,0,0,0,0,,1
slot_1,硝苯地平控释片30mg,,拜新同,易释,拜新同 vs 易释,BJ86516 vs 2506K003,cross_manufacturer,硝苯地平控释片30mg || 拜新同 vs 易释 || BJ86516 vs 2506K003,硝苯地平控释片30mg || 拜新同 vs 易释 || BJ86516 vs 2506K003 || slot_1,1,0,1,same,,,硝苯地平/side/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs02-硝苯地平控释片30mg-易释-2506K003-Side-36h-750X-1-1.docx,,,insufficient,same,1,0,0,0,0,,1
slot_2,硝苯地平控释片30mg,,拜新同,易释,拜新同 vs 易释,BJ86516 vs 2506K003,cross_manufacturer,硝苯地平控释片30mg || 拜新同 vs 易释 || BJ86516 vs 2506K003,硝苯地平控释片30mg || 拜新同 vs 易释 || BJ86516 vs 2506K003 || slot_2,1,0,1,same,,,硝苯地平/side/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs02-硝苯地平控释片30mg-易释-2506K003-Side-36h-750X-1-2.docx,,,insufficient,same,1,0,0,0,0,,1
slot_3,硝苯地平控释片30mg,,拜新同,易释,拜新同 vs 易释,BJ86516 vs 2506K003,cross_manufacturer,硝苯地平控释片30mg || 拜新同 vs 易释 || BJ86516 vs 2506K003,硝苯地平控释片30mg || 拜新同 vs 易释 || BJ86516 vs 2506K003 || slot_3,1,0,1,same,,,硝苯地平/side/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs02-硝苯地平控释片30mg-易释-2506K003-Side-36h-750X-1-3.docx,,,insufficient,same,1,0,0,0,0,,1
slot_1,硝苯地平控释片30mg,,拜新同,欣然,拜新同 vs 欣然,BJ86516 vs 25053401,cross_manufacturer,硝苯地平控释片30mg || 拜新同 vs 欣然 || BJ86516 vs 25053401,硝苯地平控释片30mg || 拜新同 vs 欣然 || BJ86516 vs 25053401 || slot_1,1,0,1,different,,,硝苯地平/side/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs08-硝苯地平控释片30mg-欣然-25053401-Side-36h-750X-1-1.docx,,,insufficient,different,0,1,0,0,0,,1
slot_2,硝苯地平控释片30mg,,拜新同,欣然,拜新同 vs 欣然,BJ86516 vs 25053401,cross_manufacturer,硝苯地平控释片30mg || 拜新同 vs 欣然 || BJ86516 vs 25053401,硝苯地平控释片30mg || 拜新同 vs 欣然 || BJ86516 vs 25053401 || slot_2,1,0,1,different,,,硝苯地平/side/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs08-硝苯地平控释片30mg-欣然-25053401-Side-36h-750X-1-2.docx,,,insufficient,different,0,1,0,0,0,,1
slot_3,硝苯地平控释片30mg,,拜新同,欣然,拜新同 vs 欣然,BJ86516 vs 25053401,cross_manufacturer,硝苯地平控释片30mg || 拜新同 vs 欣然 || BJ86516 vs 25053401,硝苯地平控释片30mg || 拜新同 vs 欣然 || BJ86516 vs 25053401 || slot_3,1,0,1,different,,,硝苯地平/side/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs08-硝苯地平控释片30mg-欣然-25053401-Side-36h-750X-1-3.docx,,,insufficient,different,0,1,0,0,0,,1
slot_1,硝苯地平控释片30mg,,拜新同,欣适平,拜新同 vs 欣适平,BJ86516 vs 58,cross_manufacturer,硝苯地平控释片30mg || 拜新同 vs 欣适平 || BJ86516 vs 58,硝苯地平控释片30mg || 拜新同 vs 欣适平 || BJ86516 vs 58 || slot_1,1,0,1,same,,,硝苯地平/side/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs04-硝苯地平控释片30mg-欣适平-58-240203-Side-36h-750X-1-1.docx,,,insufficient,same,1,0,0,0,0,,1
slot_2,硝苯地平控释片30mg,,拜新同,欣适平,拜新同 vs 欣适平,BJ86516 vs 58,cross_manufacturer,硝苯地平控释片30mg || 拜新同 vs 欣适平 || BJ86516 vs 58,硝苯地平控释片30mg || 拜新同 vs 欣适平 || BJ86516 vs 58 || slot_2,1,0,1,same,,,硝苯地平/side/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs04-硝苯地平控释片30mg-欣适平-58-240203-Side-36h-750X-1-2.docx,,,insufficient,same,1,0,0,0,0,,1
slot_3,硝苯地平控释片30mg,,拜新同,欣适平,拜新同 vs 欣适平,BJ86516 vs 58,cross_manufacturer,硝苯地平控释片30mg || 拜新同 vs 欣适平 || BJ86516 vs 58,硝苯地平控释片30mg || 拜新同 vs 欣适平 || BJ86516 vs 58 || slot_3,1,0,1,same,,,硝苯地平/side/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs04-硝苯地平控释片30mg-欣适平-58-240203-Side-36h-750X-1-3.docx,,,insufficient,same,1,0,0,0,0,,1
slot_1,硝苯地平控释片30mg,,拜新同,立方,拜新同 vs 立方,BJ86516 vs 2503501,cross_manufacturer,硝苯地平控释片30mg || 拜新同 vs 立方 || BJ86516 vs 2503501,硝苯地平控释片30mg || 拜新同 vs 立方 || BJ86516 vs 2503501 || slot_1,1,0,1,same,,,硝苯地平/side/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs06-硝苯地平控释片30mg-立方-2503501-Side-36h-750X-1-1.docx,,,insufficient,same,1,0,0,0,0,,1
slot_2,硝苯地平控释片30mg,,拜新同,立方,拜新同 vs 立方,BJ86516 vs 2503501,cross_manufacturer,硝苯地平控释片30mg || 拜新同 vs 立方 || BJ86516 vs 2503501,硝苯地平控释片30mg || 拜新同 vs 立方 || BJ86516 vs 2503501 || slot_2,1,0,1,same,,,硝苯地平/side/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs06-硝苯地平控释片30mg-立方-2503501-Side-36h-750X-1-2.docx,,,insufficient,same,1,0,0,0,0,,1
slot_3,硝苯地平控释片30mg,,拜新同,立方,拜新同 vs 立方,BJ86516 vs 2503501,cross_manufacturer,硝苯地平控释片30mg || 拜新同 vs 立方 || BJ86516 vs 2503501,硝苯地平控释片30mg || 拜新同 vs 立方 || BJ86516 vs 2503501 || slot_3,1,0,1,same,,,硝苯地平/side/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs06-硝苯地平控释片30mg-立方-2503501-Side-36h-750X-1-3.docx,,,insufficient,same,1,0,0,0,0,,1
slot_1,硝苯地平控释片30mg,,拜新同,贝奇康,拜新同 vs 贝奇康,BJ86516 vs 2406601,cross_manufacturer,硝苯地平控释片30mg || 拜新同 vs 贝奇康 || BJ86516 vs 2406601,硝苯地平控释片30mg || 拜新同 vs 贝奇康 || BJ86516 vs 2406601 || slot_1,1,0,1,same,,,硝苯地平/side/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs11-硝苯地平控释片30mg-贝奇康-2406601-Side-36h-750X-1-1.docx,,,insufficient,same,1,0,0,0,0,,1
slot_2,硝苯地平控释片30mg,,拜新同,贝奇康,拜新同 vs 贝奇康,BJ86516 vs 2406601,cross_manufacturer,硝苯地平控释片30mg || 拜新同 vs 贝奇康 || BJ86516 vs 2406601,硝苯地平控释片30mg || 拜新同 vs 贝奇康 || BJ86516 vs 2406601 || slot_2,1,0,1,same,,,硝苯地平/side/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs11-硝苯地平控释片30mg-贝奇康-2406601-Side-36h-750X-1-2.docx,,,insufficient,same,1,0,0,0,0,,1
slot_3,硝苯地平控释片30mg,,拜新同,贝奇康,拜新同 vs 贝奇康,BJ86516 vs 2406601,cross_manufacturer,硝苯地平控释片30mg || 拜新同 vs 贝奇康 || BJ86516 vs 2406601,硝苯地平控释片30mg || 拜新同 vs 贝奇康 || BJ86516 vs 2406601 || slot_3,1,0,1,same,,,硝苯地平/side/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs11-硝苯地平控释片30mg-贝奇康-2406601-Side-36h-750X-1-3.docx,,,insufficient,same,1,0,0,0,0,,1
slot_1,硝苯地平控释片30mg,,拜新同,赛新同,拜新同 vs 赛新同,BJ86516 vs 12401091,cross_manufacturer,硝苯地平控释片30mg || 拜新同 vs 赛新同 || BJ86516 vs 12401091,硝苯地平控释片30mg || 拜新同 vs 赛新同 || BJ86516 vs 12401091 || slot_1,1,0,1,same,,,硝苯地平/side/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs14-硝苯地平控释片30mg-赛新同-12401091-Side-36h-750X-1-1.docx,,,insufficient,same,1,0,0,0,0,,1
slot_2,硝苯地平控释片30mg,,拜新同,赛新同,拜新同 vs 赛新同,BJ86516 vs 12401091,cross_manufacturer,硝苯地平控释片30mg || 拜新同 vs 赛新同 || BJ86516 vs 12401091,硝苯地平控释片30mg || 拜新同 vs 赛新同 || BJ86516 vs 12401091 || slot_2,1,0,1,same,,,硝苯地平/side/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs14-硝苯地平控释片30mg-赛新同-12401091-Side-36h-750X-1-2.docx,,,insufficient,same,1,0,0,0,0,,1
slot_3,硝苯地平控释片30mg,,拜新同,赛新同,拜新同 vs 赛新同,BJ86516 vs 12401091,cross_manufacturer,硝苯地平控释片30mg || 拜新同 vs 赛新同 || BJ86516 vs 12401091,硝苯地平控释片30mg || 拜新同 vs 赛新同 || BJ86516 vs 12401091 || slot_3,1,0,1,same,,,硝苯地平/side/01-硝苯地平控释片30mg-拜新同-BJ86516-Side-36h-750X-1vs14-硝苯地平控释片30mg-赛新同-12401091-Side-36h-750X-1-3.docx,,,insufficient,same,1,0,0,0,0,,1
